Service_Category,Material_Shape,Is_Fragile,Length_cm,Width_cm,Height_cm,Volume_cm3,Actual_Weight_kg,Density,Target_Divisor
Solar Services,Box,1,176.0,82.5,8.5,123420.0,25.5,0.000207,3500
Interiors,Box,0,108.8,71.8,76.7,599168.13,50.3,8.4e-05,5000
Interiors,Box,0,54.4,99.1,94.6,509992.38,47.6,9.3e-05,5000
Interiors,Wrapped,1,112.8,46.8,16.9,89215.78,23.2,0.00026,3500
Painting,Cylindrical,0,32.6,24.9,38.9,31576.69,26.0,0.000823,4500
Interiors,Wrapped,1,72.0,60.7,6.5,28407.6,39.9,0.001405,3500
Interiors,Wrapped,1,68.5,95.2,5.7,37170.84,18.0,0.000484,3500
Interiors,Box,0,70.3,85.4,57.6,345808.51,51.1,0.000148,5000
Interiors,Wrapped,1,48.2,112.6,17.4,94435.37,18.9,0.0002,3500
Interiors,Wrapped,1,49.3,86.8,11.0,47071.64,38.6,0.00082,3500
Interiors,Box,0,57.0,95.9,83.8,458075.94,44.1,9.6e-05,5000
Construction,Irregular,0,45.8,58.6,48.0,128826.24,71.8,0.000557,4500
Interiors,Box,0,146.6,68.4,71.3,714956.47,37.8,5.3e-05,5000
Interiors,Box,0,93.7,71.0,92.8,617370.56,46.4,7.5e-05,5000
Interiors,Wrapped,1,127.6,133.1,10.5,178327.38,15.6,8.7e-05,3500
Solar Services,Box,1,190.7,87.1,4.9,81388.85,23.1,0.000284,3500
Painting,Cylindrical,0,20.8,23.3,48.4,23456.58,22.2,0.000946,4500
Painting,Cylindrical,0,27.0,39.2,47.7,50485.68,26.9,0.000533,4500
Interiors,Box,0,166.4,86.0,89.4,1279349.76,46.9,3.7e-05,5000
Interiors,Wrapped,1,149.5,78.0,8.5,99118.5,12.4,0.000125,3500
Interiors,Wrapped,1,104.8,52.7,13.2,72903.07,22.3,0.000306,3500
Painting,Cylindrical,0,35.2,29.7,32.9,34394.98,28.2,0.00082,4500
Construction,Irregular,0,39.0,94.1,22.3,81838.77,61.0,0.000745,4500
Painting,Cylindrical,0,23.5,29.3,38.9,26784.6,12.9,0.000482,4500
Construction,Irregular,0,32.2,39.0,22.7,28506.66,73.4,0.002575,4500
Construction,Irregular,0,95.4,47.7,43.6,198405.29,49.8,0.000251,4500
Interiors,Box,0,68.0,81.6,50.1,277994.88,48.8,0.000176,5000
Interiors,Wrapped,1,107.3,133.8,18.3,262728.34,21.6,8.2e-05,3500
Solar Services,Box,1,192.4,108.3,9.0,187532.28,26.0,0.000139,3500
Solar Services,Box,1,186.3,101.4,8.8,166239.22,20.3,0.000122,3500
Construction,Irregular,0,69.7,62.7,34.5,150771.56,63.4,0.000421,4500
Solar Services,Box,1,208.8,83.8,9.6,167975.42,28.8,0.000171,3500
Construction,Irregular,0,87.0,31.1,41.5,112286.55,78.5,0.000699,4500
Solar Services,Box,1,192.0,109.7,8.8,185349.12,25.9,0.00014,3500
Construction,Irregular,0,50.2,86.3,24.4,105707.14,89.1,0.000843,4500
Solar Services,Box,1,182.1,94.7,8.1,139683.45,23.2,0.000166,3500
Construction,Irregular,0,91.4,39.8,47.3,172064.16,58.9,0.000342,4500
Construction,Irregular,0,46.9,45.1,41.1,86934.31,90.9,0.001046,4500
Construction,Irregular,0,66.8,54.7,26.8,97926.13,91.2,0.000931,4500
Painting,Cylindrical,0,34.6,33.9,37.4,43867.96,22.8,0.00052,4500
Interiors,Wrapped,1,96.6,48.4,9.8,45819.31,37.0,0.000808,3500
Interiors,Box,0,105.1,66.1,69.1,480045.3,33.7,7e-05,5000
Interiors,Box,0,152.8,97.4,84.1,1251636.75,44.8,3.6e-05,5000
Interiors,Box,0,85.4,77.9,95.8,637324.83,59.0,9.3e-05,5000
Interiors,Box,0,88.1,75.5,56.4,375147.42,23.1,6.2e-05,5000
Solar Services,Box,1,215.5,104.7,6.6,148914.81,23.6,0.000158,3500
Interiors,Box,0,111.6,89.3,70.7,704587.72,24.4,3.5e-05,5000
Interiors,Wrapped,1,112.9,47.1,15.5,82422.65,21.3,0.000258,3500
Painting,Cylindrical,0,26.1,30.2,35.0,27587.7,23.8,0.000863,4500
Painting,Cylindrical,0,26.6,23.0,31.0,18965.8,19.5,0.001028,4500
Painting,Cylindrical,0,22.9,28.3,47.7,30912.94,21.9,0.000708,4500
Solar Services,Box,1,150.3,82.0,9.8,120781.08,25.0,0.000207,3500
Solar Services,Box,1,207.7,81.0,9.4,158142.78,24.3,0.000154,3500
Interiors,Wrapped,1,130.4,105.0,10.8,147873.6,12.4,8.4e-05,3500
Interiors,Box,0,99.5,55.0,60.9,333275.25,59.8,0.000179,5000
Interiors,Box,0,57.8,62.1,56.7,203517.85,37.8,0.000186,5000
Interiors,Box,0,144.2,66.7,63.8,613637.33,21.1,3.4e-05,5000
Construction,Irregular,0,49.2,90.7,46.2,206164.73,88.2,0.000428,4500
Interiors,Box,0,61.9,70.7,89.1,389931.0,50.1,0.000128,5000
Interiors,Wrapped,1,88.6,81.3,5.5,39617.49,10.3,0.00026,3500
Interiors,Box,0,77.7,83.1,67.8,437775.79,18.0,4.1e-05,5000
Construction,Irregular,0,31.9,94.9,29.0,87791.99,80.1,0.000912,4500
Interiors,Wrapped,1,124.0,56.8,12.9,90857.28,39.8,0.000438,3500
Interiors,Box,0,153.4,52.0,59.3,473024.24,53.5,0.000113,5000
Construction,Irregular,0,70.7,78.4,38.7,214509.46,77.1,0.000359,4500
Solar Services,Box,1,210.7,90.2,8.2,155842.15,25.9,0.000166,3500
Painting,Cylindrical,0,30.8,28.1,42.6,36869.45,27.8,0.000754,4500
Interiors,Wrapped,1,72.7,89.8,5.3,34600.84,39.3,0.001136,3500
Construction,Irregular,0,75.5,53.7,22.8,92439.18,57.5,0.000622,4500
Interiors,Wrapped,1,123.5,135.7,14.0,234625.3,31.7,0.000135,3500
Painting,Cylindrical,0,35.4,32.8,32.0,37155.84,26.1,0.000702,4500
Solar Services,Box,1,150.4,103.0,8.9,137871.68,22.6,0.000164,3500
Painting,Cylindrical,0,37.5,32.5,45.2,55087.5,17.5,0.000318,4500
Construction,Irregular,0,74.9,88.1,44.2,291662.1,62.9,0.000216,4500
Construction,Irregular,0,40.6,69.5,22.2,62641.74,74.2,0.001185,4500
Interiors,Wrapped,1,123.6,107.1,7.4,97957.94,25.2,0.000257,3500
Construction,Irregular,0,58.8,83.2,45.6,223082.5,56.6,0.000254,4500
Interiors,Box,0,175.3,67.6,84.8,1004903.74,35.0,3.5e-05,5000
Painting,Cylindrical,0,33.6,24.1,31.2,25264.51,17.0,0.000673,4500
Solar Services,Box,1,203.4,81.9,7.5,124938.45,25.8,0.000207,3500
Interiors,Wrapped,1,115.4,85.5,5.8,57226.86,28.2,0.000493,3500
Painting,Cylindrical,0,23.1,34.2,41.0,32390.82,12.7,0.000392,4500
Interiors,Box,0,132.4,87.6,77.5,898863.6,57.3,6.4e-05,5000
Interiors,Wrapped,1,90.5,41.6,18.0,67766.4,33.9,0.0005,3500
Interiors,Box,0,123.6,53.1,72.4,475172.78,33.8,7.1e-05,5000
Construction,Irregular,0,54.8,94.3,49.4,255281.42,52.8,0.000207,4500
Interiors,Wrapped,1,138.5,54.5,18.3,138132.98,12.8,9.3e-05,3500
Construction,Irregular,0,61.4,62.0,25.4,96692.72,70.5,0.000729,4500
Solar Services,Box,1,213.3,91.0,8.8,170810.64,24.6,0.000144,3500
Construction,Irregular,0,68.4,34.8,23.4,55699.49,56.6,0.001016,4500
Interiors,Box,0,158.3,55.8,70.6,623619.68,49.0,7.9e-05,5000
Construction,Irregular,0,47.0,32.2,23.6,35716.24,89.4,0.002503,4500
Painting,Cylindrical,0,34.5,39.9,32.9,45288.49,21.0,0.000464,4500
Painting,Cylindrical,0,31.9,20.9,43.8,29201.9,11.1,0.00038,4500
Construction,Irregular,0,66.5,67.8,32.7,147434.49,82.8,0.000562,4500
Interiors,Box,0,183.9,92.4,51.0,866610.36,50.8,5.9e-05,5000
Painting,Cylindrical,0,38.2,22.5,40.3,34637.85,18.5,0.000534,4500
Interiors,Wrapped,1,49.6,68.8,12.6,42997.25,22.8,0.00053,3500
Solar Services,Box,1,213.8,105.3,8.7,195864.32,22.7,0.000116,3500
Construction,Irregular,0,37.4,85.0,27.8,88376.2,85.0,0.000962,4500
Construction,Irregular,0,40.2,42.8,24.8,42669.89,72.1,0.00169,4500
Interiors,Wrapped,1,86.7,96.9,16.1,135259.8,29.5,0.000218,3500
Interiors,Wrapped,1,83.6,75.3,17.2,108275.38,27.2,0.000251,3500
Interiors,Box,0,72.3,72.3,59.7,312069.21,20.7,6.6e-05,5000
Interiors,Box,0,140.1,94.9,86.2,1146071.24,38.6,3.4e-05,5000
Construction,Irregular,0,85.5,99.7,22.8,194355.18,64.2,0.00033,4500
Construction,Irregular,0,97.5,73.4,34.6,247614.9,93.4,0.000377,4500
Interiors,Box,0,92.2,95.8,61.2,540564.91,20.8,3.8e-05,5000
Interiors,Wrapped,1,79.5,80.1,12.1,77052.19,30.9,0.000401,3500
Painting,Cylindrical,0,31.3,22.0,39.8,27406.28,29.9,0.001091,4500
Painting,Cylindrical,0,22.2,30.2,33.8,22660.87,15.9,0.000702,4500
Interiors,Box,0,131.0,55.1,77.8,561568.18,45.3,8.1e-05,5000
Interiors,Wrapped,1,52.5,58.8,17.2,53096.4,38.2,0.000719,3500
Construction,Irregular,0,31.0,95.5,46.8,138551.4,89.0,0.000642,4500
Interiors,Wrapped,1,124.3,97.5,14.7,178152.98,17.5,9.8e-05,3500
Painting,Cylindrical,0,26.3,26.1,44.3,30408.85,29.2,0.00096,4500
Solar Services,Box,1,171.3,93.9,4.8,77208.34,21.6,0.00028,3500
Solar Services,Box,1,171.5,86.1,6.2,91550.13,24.3,0.000265,3500
Construction,Irregular,0,82.3,31.5,34.0,88143.3,43.4,0.000492,4500
Construction,Irregular,0,30.9,98.1,45.4,137620.57,75.4,0.000548,4500
Interiors,Box,0,106.0,90.4,58.4,559612.16,30.7,5.5e-05,5000
Construction,Irregular,0,45.1,87.5,40.4,159428.5,92.4,0.00058,4500
Solar Services,Box,1,160.9,89.2,4.2,60279.58,21.2,0.000352,3500
Interiors,Wrapped,1,46.4,47.8,17.0,37704.64,31.8,0.000843,3500
Painting,Cylindrical,0,30.6,36.7,37.7,42337.85,25.1,0.000593,4500
Interiors,Wrapped,1,98.9,126.7,5.0,62653.15,24.1,0.000385,3500
Construction,Irregular,0,39.6,63.2,34.4,86093.57,86.7,0.001007,4500
Painting,Cylindrical,0,34.1,36.6,35.5,44306.13,21.1,0.000476,4500
Solar Services,Box,1,201.4,106.9,7.2,155013.55,18.9,0.000122,3500
Interiors,Box,0,163.7,82.8,57.6,780731.14,58.6,7.5e-05,5000
Interiors,Wrapped,1,69.6,117.6,18.3,149784.77,18.1,0.000121,3500
Interiors,Wrapped,1,120.8,124.3,9.9,148652.86,29.5,0.000198,3500
Construction,Irregular,0,41.5,74.3,26.6,82019.77,63.3,0.000772,4500
Construction,Irregular,0,62.0,81.0,47.5,238545.0,63.6,0.000267,4500
Interiors,Box,0,98.8,56.6,68.2,381379.86,33.1,8.7e-05,5000
Construction,Irregular,0,46.3,38.1,36.3,64034.29,53.2,0.000831,4500
Interiors,Box,0,64.0,94.8,91.8,556968.96,38.3,6.9e-05,5000
Interiors,Wrapped,1,134.1,114.5,8.7,133583.71,37.2,0.000278,3500
Construction,Irregular,0,99.7,68.6,32.8,224332.98,95.0,0.000423,4500
Construction,Irregular,0,45.0,75.4,31.5,106879.5,46.1,0.000431,4500
Construction,Irregular,0,39.3,37.3,31.0,45442.59,61.4,0.001351,4500
Interiors,Wrapped,1,114.9,112.8,6.6,85540.75,13.3,0.000155,3500
Solar Services,Box,1,205.6,98.7,8.4,170458.85,24.6,0.000144,3500
Painting,Cylindrical,0,26.7,31.8,47.1,39990.73,19.3,0.000483,4500
Interiors,Box,0,50.3,99.2,66.8,333315.97,42.5,0.000128,5000
Interiors,Box,0,113.6,56.9,93.9,606954.58,19.7,3.2e-05,5000
Interiors,Box,0,94.8,86.4,88.7,726516.86,57.1,7.9e-05,5000
Painting,Cylindrical,0,36.6,29.1,32.0,34081.92,12.0,0.000352,4500
Interiors,Wrapped,1,41.7,95.8,6.3,25167.62,29.4,0.001168,3500
Solar Services,Box,1,160.9,107.3,5.6,96681.59,28.9,0.000299,3500
Interiors,Wrapped,1,126.0,78.2,18.3,180313.56,34.9,0.000194,3500
Construction,Irregular,0,33.0,77.8,40.5,103979.7,85.1,0.000818,4500
Painting,Cylindrical,0,36.5,22.8,36.8,30624.96,19.2,0.000627,4500
Construction,Irregular,0,48.6,51.4,38.3,95674.93,88.0,0.00092,4500
Solar Services,Box,1,217.4,86.8,9.1,171719.91,20.1,0.000117,3500
Solar Services,Box,1,217.7,103.5,9.6,216306.72,25.8,0.000119,3500
Construction,Irregular,0,93.5,46.1,21.3,91810.46,71.1,0.000774,4500
Construction,Irregular,0,85.4,53.5,30.9,141179.01,88.5,0.000627,4500
Interiors,Wrapped,1,147.5,96.5,19.1,271864.62,19.4,7.1e-05,3500
Solar Services,Box,1,159.4,93.8,7.6,113633.07,24.2,0.000213,3500
Interiors,Box,0,163.6,77.0,78.3,986360.76,38.1,3.9e-05,5000
Interiors,Wrapped,1,83.8,103.2,7.8,67455.65,25.2,0.000374,3500
Painting,Cylindrical,0,22.8,20.1,48.1,22043.27,10.9,0.000494,4500
Construction,Irregular,0,92.5,59.2,33.2,181803.2,49.8,0.000274,4500
Interiors,Wrapped,1,95.0,132.1,6.5,81571.75,18.1,0.000222,3500
Solar Services,Box,1,182.3,94.6,7.5,129341.85,19.0,0.000147,3500
Solar Services,Box,1,171.1,81.9,9.6,134525.66,20.5,0.000152,3500
Interiors,Box,0,137.0,85.6,51.0,598087.2,45.6,7.6e-05,5000
Solar Services,Box,1,159.2,106.2,4.8,81153.79,28.9,0.000356,3500
Construction,Irregular,0,99.2,48.1,42.0,200403.84,47.7,0.000238,4500
Solar Services,Box,1,206.0,86.7,5.7,101803.14,18.3,0.00018,3500
Interiors,Box,0,120.4,69.0,50.3,417872.28,28.0,6.7e-05,5000
Interiors,Wrapped,1,80.9,77.1,7.3,45532.95,37.2,0.000817,3500
Painting,Cylindrical,0,32.0,21.2,35.2,23879.68,29.5,0.001235,4500
Interiors,Box,0,74.0,50.7,65.9,247243.62,29.3,0.000119,5000
Interiors,Wrapped,1,48.2,84.6,10.8,44039.38,39.1,0.000888,3500
Solar Services,Box,1,209.5,93.8,7.6,149348.36,27.8,0.000186,3500
Interiors,Box,0,55.8,66.7,67.2,250108.99,56.2,0.000225,5000
Interiors,Wrapped,1,79.4,76.0,6.9,41637.36,20.4,0.00049,3500
Interiors,Box,0,157.5,77.9,94.8,1163124.9,35.0,3e-05,5000
Painting,Cylindrical,0,29.7,37.7,41.9,46915.01,14.5,0.000309,4500
Interiors,Wrapped,1,141.7,136.5,16.3,315275.41,26.7,8.5e-05,3500
Painting,Cylindrical,0,24.7,36.7,36.2,32814.94,19.1,0.000582,4500
Construction,Irregular,0,30.6,73.2,33.6,75261.31,56.7,0.000753,4500
Interiors,Wrapped,1,104.9,137.0,18.9,271617.57,22.7,8.4e-05,3500
Construction,Irregular,0,83.2,90.7,35.4,267136.9,99.7,0.000373,4500
Painting,Cylindrical,0,25.6,31.4,38.6,31028.22,13.5,0.000435,4500
Solar Services,Box,1,213.0,108.6,7.1,164235.78,18.2,0.000111,3500
Painting,Cylindrical,0,20.5,29.3,43.9,26368.53,16.4,0.000622,4500
Painting,Cylindrical,0,37.6,34.6,45.0,58543.2,26.9,0.000459,4500
Painting,Cylindrical,0,26.0,32.7,33.8,28736.76,18.5,0.000644,4500
Solar Services,Box,1,157.0,93.3,5.0,73240.5,25.4,0.000347,3500
Construction,Irregular,0,46.6,94.5,43.3,190680.21,52.3,0.000274,4500
Solar Services,Box,1,198.5,103.0,8.7,177875.85,18.4,0.000103,3500
Painting,Cylindrical,0,27.4,22.2,33.8,20559.86,23.5,0.001143,4500
Painting,Cylindrical,0,39.0,28.7,44.2,49473.06,23.4,0.000473,4500
Interiors,Box,0,112.2,60.5,63.0,427650.3,21.5,5e-05,5000
Interiors,Box,0,137.5,65.2,83.8,751267.0,52.3,7e-05,5000
Interiors,Box,0,125.9,90.6,87.4,996931.6,58.1,5.8e-05,5000
Painting,Cylindrical,0,28.7,20.8,34.7,20714.51,28.8,0.00139,4500
Interiors,Wrapped,1,141.6,60.5,9.2,78814.56,23.8,0.000302,3500
Solar Services,Box,1,153.6,99.0,8.2,124692.48,24.2,0.000194,3500
Interiors,Box,0,155.9,83.7,78.6,1025638.04,31.6,3.1e-05,5000
Construction,Irregular,0,32.4,47.8,49.1,76042.15,81.0,0.001065,4500
Painting,Cylindrical,0,27.0,34.8,49.8,46792.08,26.2,0.00056,4500
Construction,Irregular,0,32.4,60.4,48.6,95108.26,74.9,0.000788,4500
Interiors,Wrapped,1,66.7,87.7,12.8,74874.75,33.2,0.000443,3500
Construction,Irregular,0,77.9,51.2,46.7,186262.02,45.0,0.000242,4500
Interiors,Box,0,197.8,99.1,71.9,1409382.36,57.8,4.1e-05,5000
Interiors,Box,0,72.2,86.9,75.6,474328.01,38.8,8.2e-05,5000
Painting,Cylindrical,0,31.3,34.8,49.1,53481.68,23.1,0.000432,4500
Solar Services,Box,1,162.9,89.7,8.2,119819.47,19.1,0.000159,3500
Painting,Cylindrical,0,29.0,26.0,45.3,34156.2,29.0,0.000849,4500
Interiors,Wrapped,1,96.7,98.0,15.1,143096.66,39.8,0.000278,3500
Solar Services,Box,1,215.9,83.6,5.0,90246.2,25.0,0.000277,3500
Construction,Irregular,0,43.2,95.7,39.2,162062.21,44.2,0.000273,4500
Painting,Cylindrical,0,23.9,28.6,44.9,30690.95,19.2,0.000626,4500
Painting,Cylindrical,0,35.7,36.9,46.1,60728.91,21.8,0.000359,4500
Interiors,Box,0,100.7,90.2,67.2,610387.01,58.2,9.5e-05,5000
Interiors,Wrapped,1,100.2,99.9,11.2,112111.78,26.1,0.000233,3500
Painting,Cylindrical,0,34.4,20.3,46.6,32541.71,20.3,0.000624,4500
Interiors,Box,0,88.2,55.6,99.7,488920.82,32.7,6.7e-05,5000
Interiors,Wrapped,1,74.3,61.2,6.0,27282.96,25.6,0.000938,3500
Interiors,Box,0,84.7,86.1,90.4,659257.37,32.9,5e-05,5000
Painting,Cylindrical,0,25.5,21.9,34.9,19489.9,11.9,0.000611,4500
Solar Services,Box,1,188.2,89.7,4.7,79343.24,27.0,0.00034,3500
Painting,Cylindrical,0,21.3,23.5,45.7,22875.14,16.2,0.000708,4500
Solar Services,Box,1,194.9,93.3,8.4,152747.03,21.9,0.000143,3500
Solar Services,Box,1,191.9,85.7,5.6,92096.65,27.2,0.000295,3500
Interiors,Wrapped,1,40.5,63.0,5.1,13012.65,27.3,0.002098,3500
Interiors,Wrapped,1,89.1,129.7,10.1,116718.33,35.4,0.000303,3500
Interiors,Box,0,76.4,56.3,96.0,412926.72,53.6,0.00013,5000
Solar Services,Box,1,153.9,97.0,4.3,64191.69,22.1,0.000344,3500
Solar Services,Box,1,152.5,107.2,9.2,150401.6,20.7,0.000138,3500
Solar Services,Box,1,204.3,108.8,9.3,206718.91,26.6,0.000129,3500
Interiors,Wrapped,1,146.2,122.1,14.2,253484.48,16.7,6.6e-05,3500
Construction,Irregular,0,32.4,66.2,45.6,97806.53,77.2,0.000789,4500
Painting,Cylindrical,0,31.5,24.6,33.1,25649.19,13.8,0.000538,4500
Interiors,Box,0,143.4,78.9,72.0,814626.72,36.6,4.5e-05,5000
Interiors,Wrapped,1,72.6,52.4,19.2,73041.41,31.0,0.000424,3500
Construction,Irregular,0,74.4,68.9,28.5,146095.56,92.6,0.000634,4500
Painting,Cylindrical,0,35.0,24.0,40.0,33600.0,26.7,0.000795,4500
Painting,Cylindrical,0,21.3,38.2,38.8,31570.01,21.3,0.000675,4500
Solar Services,Box,1,197.4,101.2,4.3,85900.58,21.1,0.000246,3500
Painting,Cylindrical,0,35.3,37.4,30.6,40398.73,19.2,0.000475,4500
Construction,Irregular,0,31.0,55.9,27.0,46788.3,71.6,0.00153,4500
Interiors,Wrapped,1,70.0,115.5,13.4,108339.0,17.3,0.00016,3500
Solar Services,Box,1,200.9,80.7,7.0,113488.41,19.2,0.000169,3500
Interiors,Box,0,127.1,90.8,78.6,907097.45,33.3,3.7e-05,5000
Solar Services,Box,1,175.8,97.1,7.0,119491.26,22.3,0.000187,3500
Interiors,Wrapped,1,144.5,94.5,5.6,76469.4,23.5,0.000307,3500
Interiors,Box,0,88.1,81.7,72.0,518239.44,28.9,5.6e-05,5000
Interiors,Wrapped,1,119.5,149.0,16.9,300912.95,28.6,9.5e-05,3500
Interiors,Box,0,199.5,57.5,97.1,1113858.38,45.6,4.1e-05,5000
Construction,Irregular,0,62.9,41.4,36.4,94787.78,92.8,0.000979,4500
Solar Services,Box,1,155.2,81.0,6.6,82969.92,21.1,0.000254,3500
Painting,Cylindrical,0,26.7,27.5,36.6,26873.55,27.4,0.00102,4500
Solar Services,Box,1,203.5,89.6,9.2,167749.12,19.3,0.000115,3500
Construction,Irregular,0,33.3,46.4,39.4,60877.73,78.9,0.001296,4500
Painting,Cylindrical,0,30.6,33.0,38.9,39281.22,18.1,0.000461,4500
Interiors,Box,0,107.9,67.0,93.3,674493.69,50.0,7.4e-05,5000
Construction,Irregular,0,36.9,79.1,42.9,125216.09,72.6,0.00058,4500
Construction,Irregular,0,99.5,43.9,47.9,209229.6,64.7,0.000309,4500
Solar Services,Box,1,198.2,104.9,4.4,91481.19,19.3,0.000211,3500
Construction,Irregular,0,98.3,87.2,21.7,186007.19,77.0,0.000414,4500
Interiors,Box,0,156.0,74.1,99.1,1145556.36,22.3,1.9e-05,5000
Solar Services,Box,1,199.6,107.5,8.4,180238.8,21.0,0.000117,3500
Interiors,Wrapped,1,131.4,133.6,16.6,291413.66,25.9,8.9e-05,3500
Construction,Irregular,0,52.6,59.5,30.9,96707.73,96.5,0.000998,4500
Painting,Cylindrical,0,25.3,28.0,46.8,33153.12,23.5,0.000709,4500
Construction,Irregular,0,96.1,80.0,25.9,199119.2,70.9,0.000356,4500
Interiors,Box,0,144.6,89.0,52.6,676930.44,56.1,8.3e-05,5000
Interiors,Wrapped,1,95.8,132.8,5.3,67427.87,18.8,0.000279,3500
Solar Services,Box,1,151.5,100.0,4.4,66660.0,21.3,0.00032,3500
Construction,Irregular,0,82.0,56.2,21.5,99080.6,84.7,0.000855,4500
Painting,Cylindrical,0,23.2,30.2,44.5,31178.48,13.4,0.00043,4500
Interiors,Box,0,169.0,84.3,64.3,916062.81,44.4,4.8e-05,5000
Painting,Cylindrical,0,26.4,32.2,41.2,35023.3,29.0,0.000828,4500
Painting,Cylindrical,0,33.7,20.2,33.8,23009.01,13.2,0.000574,4500
Construction,Irregular,0,91.9,70.1,37.7,242870.56,69.6,0.000287,4500
Interiors,Box,0,86.3,61.6,58.8,312585.5,25.6,8.2e-05,5000
Construction,Irregular,0,77.3,71.5,30.4,168019.28,44.1,0.000262,4500
Solar Services,Box,1,187.4,90.3,4.9,82918.88,23.9,0.000288,3500
Interiors,Box,0,156.6,75.3,70.4,830155.39,33.4,4e-05,5000
Construction,Irregular,0,33.0,44.1,20.1,29251.53,46.4,0.001586,4500
Construction,Irregular,0,91.3,31.6,34.6,99823.77,67.0,0.000671,4500
Interiors,Wrapped,1,114.8,135.5,14.1,219331.14,23.7,0.000108,3500
Construction,Irregular,0,58.5,64.6,27.4,103547.34,59.8,0.000578,4500
Solar Services,Box,1,153.3,102.9,9.2,145126.04,26.8,0.000185,3500
Construction,Irregular,0,36.2,40.5,41.0,60110.1,74.7,0.001243,4500
Solar Services,Box,1,170.9,80.7,4.8,66199.82,25.0,0.000378,3500
Interiors,Wrapped,1,106.0,50.3,17.4,92773.32,16.8,0.000181,3500
Interiors,Box,0,95.4,76.0,90.5,656161.2,25.9,3.9e-05,5000
Interiors,Box,0,168.1,54.7,55.6,511245.89,55.5,0.000109,5000
Painting,Cylindrical,0,38.9,30.1,39.8,46601.42,17.4,0.000373,4500
Construction,Irregular,0,40.6,45.5,29.1,53756.43,73.9,0.001375,4500
Solar Services,Box,1,193.2,96.0,6.1,113137.92,26.6,0.000235,3500
Interiors,Wrapped,1,146.7,80.8,6.8,80602.85,32.6,0.000404,3500
Solar Services,Box,1,210.7,95.2,9.0,180527.76,27.5,0.000152,3500
Construction,Irregular,0,60.6,80.7,37.4,182901.71,45.8,0.00025,4500
Interiors,Wrapped,1,134.9,45.7,14.4,88774.99,36.0,0.000406,3500
Interiors,Wrapped,1,84.1,87.6,14.8,109033.97,37.5,0.000344,3500
Interiors,Box,0,153.6,77.7,73.0,871234.56,45.7,5.2e-05,5000
Painting,Cylindrical,0,26.8,31.5,40.7,34358.94,11.8,0.000343,4500
Interiors,Wrapped,1,94.1,70.4,11.5,76183.36,34.7,0.000455,3500
Interiors,Wrapped,1,144.5,74.3,7.9,84817.17,39.0,0.00046,3500
Interiors,Wrapped,1,94.0,124.5,7.3,85431.9,36.3,0.000425,3500
Painting,Cylindrical,0,29.9,32.2,30.0,28883.4,29.6,0.001025,4500
Painting,Cylindrical,0,37.2,39.0,49.0,71089.2,23.7,0.000333,4500
Interiors,Wrapped,1,133.1,86.5,10.0,115131.5,12.9,0.000112,3500
Interiors,Wrapped,1,61.5,114.8,18.4,129907.68,12.2,9.4e-05,3500
Construction,Irregular,0,69.2,99.7,41.8,288388.23,71.5,0.000248,4500
Interiors,Box,0,78.0,57.2,97.1,433221.36,32.0,7.4e-05,5000
Interiors,Wrapped,1,59.8,45.8,11.8,32318.31,18.1,0.00056,3500
Construction,Irregular,0,97.4,79.6,41.6,322526.46,94.7,0.000294,4500
Interiors,Box,0,131.8,56.9,90.1,675697.74,56.8,8.4e-05,5000
Solar Services,Box,1,182.9,106.8,7.8,152363.02,21.0,0.000138,3500
Interiors,Box,0,169.9,71.5,96.1,1167408.39,40.0,3.4e-05,5000
Painting,Cylindrical,0,36.4,26.1,35.2,33441.41,11.0,0.000329,4500
Construction,Irregular,0,40.9,48.8,22.2,44309.42,75.7,0.001708,4500
Painting,Cylindrical,0,30.2,30.6,38.5,35578.62,16.0,0.00045,4500
Construction,Irregular,0,98.2,94.9,30.7,286098.83,87.0,0.000304,4500
Interiors,Wrapped,1,111.4,70.5,8.2,64400.34,39.3,0.00061,3500
Solar Services,Box,1,175.1,99.0,7.1,123077.79,19.7,0.00016,3500
Interiors,Box,0,78.8,84.9,85.1,569329.21,48.3,8.5e-05,5000
Painting,Cylindrical,0,37.5,24.1,34.4,31089.0,14.0,0.00045,4500
Solar Services,Box,1,179.6,84.1,8.9,134428.8,26.5,0.000197,3500
Construction,Irregular,0,37.0,87.5,42.0,135975.0,80.2,0.00059,4500
Interiors,Box,0,134.3,91.8,80.0,986299.2,51.0,5.2e-05,5000
Painting,Cylindrical,0,33.7,39.7,45.7,61141.57,19.6,0.000321,4500
Construction,Irregular,0,90.2,56.4,33.7,171441.34,52.5,0.000306,4500
Construction,Irregular,0,69.8,56.0,47.0,183713.6,55.8,0.000304,4500
Painting,Cylindrical,0,38.9,39.4,34.4,52723.5,24.5,0.000465,4500
Painting,Cylindrical,0,21.8,39.4,37.2,31951.82,10.5,0.000329,4500
Painting,Cylindrical,0,36.7,22.6,30.9,25629.08,24.0,0.000936,4500
Interiors,Wrapped,1,70.8,97.7,5.2,35969.23,33.0,0.000917,3500
Interiors,Wrapped,1,106.7,58.1,15.9,98568.39,39.3,0.000399,3500
Interiors,Box,0,74.9,61.2,64.5,295660.26,40.3,0.000136,5000
Interiors,Wrapped,1,43.6,119.9,17.5,91483.7,39.5,0.000432,3500
